Animal ID,Description/Breed,Sex,Intake,Shelter County
A364546,GERM SH POINT,Male,FIELD,SoCo
A400763,DOMESTIC SH,Neutered,PRIV_SHELT,SoCo
A400208,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A393926,DOMESTIC MH,Spayed,FIELD,SoCo
A400755,GOLDEN RETR,Female,FLD_ARREST,SoCo
A302891,CHIHUAHUA SH/PARSON RUSS TER,Neutered,FIELD,SoCo
A400186,DOMESTIC SH,Neutered,FIELD,SoCo
A393599,DOMESTIC SH,Neutered,FIELD,SoCo
A374536,PIT BULL,Neutered,FLD_EVICT,SoCo
A400206,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A374536,PIT BULL,Neutered,FLD_ARREST,SoCo
A393314,AUST CATTLE DOG,Neutered,PRIV_SHELT,SoCo
A400771,SIBERIAN HUSKY,Neutered,OVER THE COUNTER,SoCo
A400585,RABBIT SH,Female,PHONE,SoCo
A377575,GUINEA PIG,Male,OVER THE COUNTER,SoCo
A400071,DOMESTIC SH,Spayed,OVER THE COUNTER_OS,SoCo
A400480,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A338593,CHIHUAHUA SH/MIX,Male,FIELD,SoCo
A388644,DOMESTIC LH,Unknown,FIELD,SoCo
A341651,DOMESTIC SH,Neutered,COMM CAT,SoCo
A400207,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A399193,GERM SHEPHERD,Male,FIELD,SoCo
A398416,DOMESTIC SH,Spayed,PHONE,SoCo
A396124,DOMESTIC SH,Spayed,FIELD,SoCo
A321233,COCKATIEL,Unknown,OVER THE COUNTER,SoCo
A399236,PIT BULL,Female,FIELD,SoCo
A400779,DOMESTIC SH,Unknown,FIELD,SoCo
A400781,DOMESTIC SH,Unknown,FIELD,SoCo
A395797,ROTTWEILER,Female,FIELD,SoCo
A394288,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A396105,SHIH TZU/MIX,Female,FIELD,SoCo
A399193,GERM SHEPHERD,Male,OVER THE COUNTER,SoCo
A400780,DOMESTIC SH,Unknown,FIELD,SoCo
A346459,NORWICH TERRIER/MIX,Neutered,FIELD,SoCo
A395403,CHIHUAHUA SH,Female,FIELD,SoCo
A261947,PIT BULL/MIX,Neutered,FIELD,SoCo
A394289,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A343095,SIBERIAN HUSKY,Spayed,FIELD,SoCo
A395821,CHICKEN,Female,FIELD,SoCo
A400718,DOMESTIC SH,Female,FIELD,SoCo
A384713,CHIHUAHUA SH/MIX,Female,FLD_ARREST,SoCo
A393594,BEAGLE,Spayed,FIELD,SoCo
A353076,YORKSHIRE TERR,Neutered,OVER THE COUNTER,SoCo
A387277,SIBERIAN HUSKY/GERM SHEPHERD,Spayed,OVER THE COUNTER,SoCo
A391230,DOMESTIC SH,Spayed,FIELD,SoCo
A350689,LABRADOR RETR,Spayed,FLD_ARREST,SoCo
A393709,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A396122,DOMESTIC SH,Female,VET_HOSP,SoCo
A391071,DOMESTIC SH,Spayed,FIELD,SoCo
A397007,CAIRN TERRIER,Male,VET_HOSP,SoCo
A396170,PIT BULL/AUST KELPIE,Neutered,OVER THE COUNTER,SoCo
A396710,PIT BULL/LABRADOR RETR,Female,PHONE,SoCo
A393965,SIBERIAN HUSKY,Neutered,OVER THE COUNTER,SoCo
A393815,DOMESTIC MH,Spayed,COMM CAT,SoCo
A280917,LABRADOR RETR,Spayed,FIELD,SoCo
A393950,DOMESTIC LH,Neutered,FIELD,SoCo
A387277,SIBERIAN HUSKY/GERM SHEPHERD,Spayed,FIELD,SoCo
A379774,PIT BULL,Neutered,FIELD,SoCo
A393708,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A329713,PIT BULL,Male,FIELD,SoCo
A393792,CATAHOULA/MIX,Spayed,FIELD,SoCo
A391229,DOMESTIC SH,Neutered,FIELD,SoCo
A400626,DOMESTIC SH,Male,OVER THE COUNTER,SoCo
A400628,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A400792,DOMESTIC MH,Spayed,OVER THE COUNTER,SoCo
A399546,CATAHOULA/MIX,Female,FIELD,SoCo
A321454,DOMESTIC LH,Neutered,OVER THE COUNTER,SoCo
A321453,DOMESTIC LH,Neutered,OVER THE COUNTER,SoCo
A395822,CHICKEN,Female,FIELD,SoCo
A397137,BULL TERRIER/WELSH CORGI CAR,Male,VET_HOSP,SoCo
A396945,GERM SHEPHERD,Female,FIELD,SoCo
A338593,CHIHUAHUA SH/MIX,Male,FIELD,SoCo
A396301,PIT BULL,Neutered,OVER THE COUNTER,SoCo
A397061,FOX TERR SMOOTH/MIX,Female,VET_HOSP,SoCo
A400773,RAT TERRIER/MIX,Male,FLD_HOSPTL,SoCo
A396711,GERM SHEPHERD/MIX,Neutered,FIELD,SoCo
A396343,GERM SHEPHERD/SIBERIAN HUSKY,Spayed,FIELD,SoCo
A400794,PARSON RUSS TER,Neutered,FIELD,SoCo
A394289,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A390827,CHIHUAHUA SH/MIX,Spayed,OVER THE COUNTER,SoCo
A395321,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A399103,PERSIAN,Female,FIELD,SoCo
A397306,CHICKEN,Unknown,FIELD,SoCo
A395885,NETHERLND DWARF,Unknown,OVER THE COUNTER,SoCo
A395884,NETHERLND DWARF,Unknown,OVER THE COUNTER,SoCo
A395883,NETHERLND DWARF,Unknown,OVER THE COUNTER,SoCo
A390192,GERM SHEPHERD/MIX,Neutered,OVER THE COUNTER,SoCo
A399250,PIT BULL/MIX,Female,FIELD,SoCo
A393958,GERM SHEPHERD,Male,FIELD,SoCo
A393673,GERM SHEPHERD,Spayed,OVER THE COUNTER,SoCo
A393707,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A393762,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A383096,POODLE MIN/MIX,Female,FIELD,SoCo
A385930,SCHNAUZER MIN/MIX,Neutered,OVER THE COUNTER,SoCo
A399235,GOOSE,Female,OVER THE COUNTER,SoCo
A399262,POODLE TOY,Unknown,FLD_HOSPTL,SoCo
A399261,POODLE MIN,Unknown,FLD_HOSPTL,SoCo
A388031,DONKEY,Female,FIELD,SoCo
A400842,DOMESTIC SH,Female,FIELD,SoCo
A400838,DOMESTIC SH,Unknown,FIELD,SoCo
A400849,DOMESTIC SH,Female,FIELD,SoCo
A396184,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A400843,DOMESTIC MH,Female,FIELD,SoCo
A336508,LABRADOR RETR,Spayed,FIELD,SoCo
A400835,DOMESTIC SH,Unknown,FIELD,SoCo
A400840,DOMESTIC SH,Female,FIELD,SoCo
A395846,GERM SHEPHERD/MIX,Spayed,FIELD,SoCo
A392504,CORNISH REX,Male,FLD_ARREST,SoCo
A393667,GERM SHEPHERD,Spayed,FIELD,SoCo
A395561,DOMESTIC SH,Male,OVER THE COUNTER,SoCo
A254472,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A400848,DOMESTIC MH,Female,FIELD,SoCo
A355664,POODLE MIN/MIX,Male,FIELD,SoCo
A395538,PIT BULL,Spayed,OVER THE COUNTER,SoCo
A365340,CHIHUAHUA SH/PUG,Neutered,OVER THE COUNTER,SoCo
A393275,DOMESTIC MH,Female,FLD_ARREST,SoCo
A392505,CORNISH REX,Female,FLD_ARREST,SoCo
A400837,DOMESTIC SH,Unknown,FIELD,SoCo
A400847,DOMESTIC MH,Male,FIELD,SoCo
A336508,LABRADOR RETR,Spayed,FIELD,SoCo
A396080,DOMESTIC SH,Male,OVER THE COUNTER,SoCo
A400839,DOMESTIC SH,Unknown,FIELD,SoCo
A395852,GERM SHEPHERD/MIX,Male,FIELD,SoCo
A395890,AUST CATTLE DOG,Female,OVER THE COUNTER,SoCo
A397348,DOMESTIC SH,Female,PHONE,SoCo
A395736,GERM SHEPHERD/SIBERIAN HUSKY,Spayed,FIELD,SoCo
A395827,PIT BULL,Male,VET_HOSP,SoCo
A326601,PARSON RUSS TER/LABRADOR RETR,Neutered,FIELD,SoCo
A381811,COTON DE TULEAR,Spayed,VET_HOSP,SoCo
A399195,PIT BULL/MIX,Female,FLD_CRUEL,SoCo
A400841,DOMESTIC SH,Female,FIELD,SoCo
A400836,DOMESTIC SH,Unknown,FIELD,SoCo
A400844,DOMESTIC MH,Female,FIELD,SoCo
A374241,DOMESTIC LH,Neutered,FIELD,SoCo
A307410,CHIHUAHUA SH/MIX,Neutered,FLD_ARREST,SoCo
A400851,DOMESTIC MH,Female,OVER THE COUNTER,SoCo
A400833,DOMESTIC SH,Female,FIELD,SoCo
A395567,DOMESTIC SH,Unknown,FIELD,SoCo
A400846,DOMESTIC SH,Male,FIELD,SoCo
A282620,PUG/MIX,Neutered,OVER THE COUNTER,SoCo
A303505,PEKINGESE/POODLE TOY,Spayed,OVER THE COUNTER,SoCo
A396133,POODLE MIN,Neutered,VET_HOSP,SoCo
A395730,GERM SHEPHERD/SIBERIAN HUSKY,Spayed,FIELD,SoCo
A365176,WELSH CORGI PEM/BORDER COLLIE,Spayed,FIELD,SoCo
A395093,CHIHUAHUA SH/MIX,Male,FIELD,SoCo
A365176,WELSH CORGI PEM/BORDER COLLIE,Spayed,FLD_ARREST,SoCo
A382221,AKITA/GERM SHEPHERD,Neutered,FIELD,SoCo
A395508,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A332631,TR WALKER HOUND,Spayed,FIELD,SoCo
A399063,GERM SHEPHERD/AKITA,Male,FIELD,SoCo
A393841,DOMESTIC SH,Female,FLD_ARREST,SoCo
A395513,DOMESTIC SH,Male,OVER THE COUNTER,SoCo
A398801,DOMESTIC SH,Male,PHONE,SoCo
A397739,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A399253,GERM SHEPHERD,Male,PENDING,SoCo
A365176,WELSH CORGI PEM/BORDER COLLIE,Spayed,FLD_ARREST,SoCo
A365176,WELSH CORGI PEM/BORDER COLLIE,Spayed,FLD_ARREST,SoCo
A399276,PIT BULL/AUST CATTLE DOG,Neutered,FIELD,SoCo
A397359,GERM SHEPHERD/MIX,Female,FIELD,SoCo
A365176,WELSH CORGI PEM/BORDER COLLIE,Spayed,FLD_ARREST,SoCo
A396999,PARSON RUSS TER,Female,PRIV_SHELT,SoCo
A397360,GERM SHEPHERD/MIX,Female,FIELD,SoCo
A351199,ROTTWEILER,Spayed,FIELD,SoCo
A389423,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A366871,AUST CATTLE DOG/BORDER COLLIE,Male,FIELD_RETURN TO OWNER,SoCo
A387887,CHIHUAHUA SH,Neutered,OVER THE COUNTER,SoCo
A336626,CHIHUAHUA SH,Neutered,FIELD,SoCo
A395730,GERM SHEPHERD/SIBERIAN HUSKY,Spayed,OVER THE COUNTER,SoCo
A370703,CHICKEN,Female,FIELD,SoCo
A393399,SIBERIAN HUSKY/MIX,Neutered,FIELD,SoCo
A391898,PIT BULL,Male,FIELD,SoCo
A396020,ROTTWEILER,Male,OVER THE COUNTER_OS,SoCo
A393737,GERM SHEPHERD,Neutered,OVER THE COUNTER,SoCo
A395511,GERM SHEPHERD/MIX,Neutered,FIELD,SoCo
A395873,GERM SHEPHERD,Neutered,FIELD,SoCo
A391365,DOMESTIC LH,Spayed,OVER THE COUNTER,SoCo
A395732,GERM SHEPHERD/SIBERIAN HUSKY,Spayed,FIELD,SoCo
A365022,DOMESTIC LH,Spayed,OVER THE COUNTER,SoCo
A345938,BORDER TERRIER/MIX,Spayed,FIELD,SoCo
A393595,BEAGLE/MIX,Spayed,FIELD,SoCo
A365023,DOMESTIC LH,Spayed,OVER THE COUNTER,SoCo
A393389,YORKSHIRE TERR/MIX,Neutered,FIELD,SoCo
A395908,MUSCOVY,Unknown,OVER THE COUNTER,SoCo
A395285,CAIRN TERRIER/MIX,Male,FIELD,SoCo
A395085,GUINEA PIG,Male,OVER THE COUNTER,SoCo
A365024,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A394310,PIT BULL/MIX,Female,FIELD,SoCo
A322433,CHIHUAHUA LH/PARSON RUSS TER,Spayed,OVER THE COUNTER,SoCo
A332720,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A400368,RAT TERRIER,Neutered,FIELD,SoCo
A393990,GERM SHEPHERD,Male,FIELD,SoCo
A400205,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A395580,RHOD RIDGEBACK/MIX,Spayed,OVER THE COUNTER,SoCo
A400561,CHIHUAHUA SH/MIX,Male,FIELD,SoCo
A399536,CATAHOULA/MIX,Female,FIELD,SoCo
A400494,DOMESTIC MH,Neutered,PHONE,SoCo
A397744,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A392849,VIZSLA,Male,FIELD,SoCo
A395054,REX,Neutered,FIELD,SoCo
A229011,POODLE MIN/MIX,Neutered,FIELD,SoCo
A399192,RAT TERRIER/MIX,Male,OVER THE COUNTER,SoCo
A341700,DOMESTIC SH,Neutered,COMM CAT,SoCo
A400856,DUCK,Female,OVER THE COUNTER,SoCo
A326469,DOMESTIC SH,Neutered,FIELD,SoCo
A393594,BEAGLE,Spayed,OVER THE COUNTER,SoCo
A395675,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A393907,DOMESTIC MH,Female,OVER THE COUNTER,SoCo
A283214,GERM SHEPHERD,Female,VET_HOSP,SoCo
A340826,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A300244,GERM SHEPHERD/PIT BULL,Neutered,FIELD,SoCo
A395158,CHIHUAHUA SH/MIX,Male,OVER THE COUNTER,SoCo
A395127,DOMESTIC LH,Neutered,OVER THE COUNTER,SoCo
A324636,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A314349,CATAHOULA,Spayed,OVER THE COUNTER,SoCo
A363996,DACHSHUND/MIX,Neutered,OVER THE COUNTER,SoCo
A393215,DUTCH/MIX,Neutered,OVER THE COUNTER,SoCo
A399546,CATAHOULA/MIX,Female,FIELD,SoCo
A342659,AUST KELPIE,Male,OVER THE COUNTER,SoCo
A393814,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A395191,CHOW CHOW/PIT BULL,Male,FIELD,SoCo
A284759,BOXER,Spayed,OVER THE COUNTER,SoCo
A340580,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A395307,GREAT PYRENEES,Neutered,VET_HOSP,SoCo
A378487,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A394404,PIT BULL,Neutered,FIELD,SoCo
A400859,GREAT PYRENEES,Female,OVER THE COUNTER,SoCo
A395478,CHIHUAHUA SH,Neutered,OVER THE COUNTER,SoCo
A339886,POODLE MIN/MIX,Neutered,PRIV_SHELT,SoCo
A399200,PIT BULL/MIX,Neutered,FIELD,SoCo
A391898,PIT BULL,Male,FIELD,SoCo
A395608,DOMESTIC MH,Neutered,OVER THE COUNTER,SoCo
A394200,SIBERIAN HUSKY,Neutered,OVER THE COUNTER,SoCo
A287825,BOSTON TERRIER,Spayed,FIELD,SoCo
A375454,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A394209,MIN PINSCHER/MIX,Neutered,FIELD,SoCo
A396242,SIAMESE/MIX,Unknown,OVER THE COUNTER,SoCo
A353817,ALASKAN HUSKY,Female,FIELD,SoCo
A395331,CAIRN TERRIER/CHIHUAHUA SH,Neutered,PRIV_SHELT,SoCo
A393939,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A311922,PIT BULL/MIX,Spayed,FIELD,SoCo
A326770,POMERANIAN/PAPILLON,Neutered,FLD_ARREST,SoCo
A393418,DOMESTIC SH,Neutered,FIELD,SoCo
A353817,ALASKAN HUSKY,Female,FIELD,SoCo
A394216,ROTTWEILER,Male,OVER THE COUNTER,SoCo
A396886,AUST SHEPHERD/MIX,Female,FIELD,SoCo
A261569,CATAHOULA,Female,FIELD,SoCo
A394236,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A309228,GERM SHEPHERD,Spayed,FLD_ARREST,SoCo
A364844,RAT TERRIER,Neutered,FIELD,SoCo
A354742,SIAMESE,Neutered,OVER THE COUNTER,SoCo
A331512,AMER BULLDOG/MIX,Neutered,FIELD,SoCo
A395796,PIT BULL/LABRADOR RETR,Spayed,OVER THE COUNTER,SoCo
A395512,GERM SHEPHERD/MIX,Spayed,FIELD,SoCo
A396166,SIBERIAN HUSKY/MIX,Neutered,FIELD,SoCo
A376055,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A395742,DOMESTIC SH,Spayed,VET_HOSP,SoCo
A336508,LABRADOR RETR,Spayed,OVER THE COUNTER,SoCo
A397379,BAT,Unknown,FLD_STRAY,SoCo
A397322,AUST CATTLE DOG,Male,FIELD,SoCo
A396204,SIAMESE,Spayed,OVER THE COUNTER,SoCo
A286028,POINTER/GERM SHEPHERD,Neutered,FLD_ARREST,SoCo
A396218,BAT,Unknown,FLD_STRAY,SoCo
A356422,SIBERIAN HUSKY,Spayed,FIELD,SoCo
A396219,PIT BULL,Neutered,FIELD,SoCo
A396837,PIT BULL/MIX,Male,FLD_ARREST,SoCo
A381653,GERM SHEPHERD,Neutered,OVER THE COUNTER,SoCo
A337934,GERM SHEPHERD,Spayed,FIELD,SoCo
A396924,ALASKAN HUSKY,Female,FIELD,SoCo
A337934,GERM SHEPHERD,Spayed,OVER THE COUNTER,SoCo
A397414,PIGEON,Unknown,FIELD,SoCo
A394384,PIT BULL/LABRADOR RETR,Spayed,FIELD,SoCo
A395352,DOMESTIC SH,Neutered,COMM CAT,SoCo
A395621,BAT,Unknown,FLD_STRAY,SoCo
A331512,AMER BULLDOG/MIX,Neutered,FIELD,SoCo
A394386,PIT BULL/LABRADOR RETR,Spayed,FIELD,SoCo
A367647,BELG MALINOIS,Female,FIELD,SoCo
A394203,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A397410,LABRADOR RETR/MIX,Spayed,OVER THE COUNTER,SoCo
A375176,PUG/MIX,Neutered,FIELD,SoCo
A393399,SIBERIAN HUSKY/MIX,Neutered,FIELD,SoCo
A395617,BICHON FRISE,Male,FLD_ARREST,SoCo
A394261,DOMESTIC SH,Spayed,FIELD,SoCo
A380786,SIBERIAN HUSKY,Neutered,FIELD,SoCo
A393974,PIT BULL,Spayed,FIELD,SoCo
A394237,GERM SHEPHERD,Male,FIELD,SoCo
A400885,BULL TERRIER,Female,FIELD,SoCo
A400886,BULL TERRIER,Male,FIELD,SoCo
A380786,SIBERIAN HUSKY,Neutered,OVER THE COUNTER,SoCo
A379565,SIBERIAN HUSKY,Neutered,OVER THE COUNTER,SoCo
A400376,DOMESTIC SH,Neutered,PHONE,SoCo
A395518,PIT BULL,Female,FIELD_OS,SoCo
A336046,SIBERIAN HUSKY,Male,OVER THE COUNTER,SoCo
A357106,BORDER COLLIE,Male,FIELD,SoCo
A400857,DACHSHUND,Spayed,FLD_ARREST,SoCo
A400834,ALASKAN HUSKY,Male,FIELD,SoCo
A398090,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A400882,GERM SHEPHERD,Female,PHONE,SoCo
A304100,WELSH CORGI PEM/MIX,Spayed,FIELD,SoCo
A397965,DOMESTIC MH,Neutered,PHONE,SoCo
A375150,PARSON RUSS TER/CHIHUAHUA SH,Neutered,OVER THE COUNTER,SoCo
A397437,DOMESTIC SH,Female,FIELD,SoCo
A397345,DOMESTIC SH,Neutered,PHONE,SoCo
A396931,DOMESTIC SH,Female,VET_HOSP,SoCo
A397405,SKUNK,Unknown,FLD_STRAY,SoCo
A330580,POODLE MIN,Spayed,FIELD,SoCo
A394257,ALASKAN HUSKY,Female,FIELD,SoCo
A393419,DOMESTIC SH,Neutered,FIELD,SoCo
A390238,POODLE TOY,Neutered,FIELD,SoCo
A397413,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A393380,PIT BULL,Male,OVER THE COUNTER,SoCo
A394258,ALASKAN HUSKY,Male,FIELD,SoCo
A344925,CHIHUAHUA LH/MIX,Neutered,OVER THE COUNTER,SoCo
A397449,BASSET HOUND,Spayed,OVER THE COUNTER,SoCo
A397455,QUEENSLAND HEEL/MIX,Neutered,OVER THE COUNTER,SoCo
A389368,PIT BULL/MIX,Spayed,FIELD,SoCo
A329908,PIT BULL/MIX,Spayed,FIELD,SoCo
A395902,CHIHUAHUA SH,Female,OVER THE COUNTER,SoCo
A400813,BEAGLE/MIX,Neutered,FIELD,SoCo
A314131,GERM SHEPHERD,Spayed,FIELD,SoCo
A395300,CHIHUAHUA SH,Neutered,FIELD,SoCo
A395649,BELG MALINOIS,Neutered,FIELD,SoCo
A317738,QUEENSLAND HEEL,Female,FLD_ARREST,SoCo
A393431,MASTIFF/MIX,Neutered,FIELD,SoCo
A396249,MALTESE,Male,OVER THE COUNTER,SoCo
A371071,AUST KELPIE/MIX,Male,FLD_ARREST,SoCo
A400845,DOMESTIC SH,Female,FIELD,SoCo
A371071,AUST KELPIE/MIX,Male,FLD_ARREST,SoCo
A395897,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A313931,GERM SHEPHERD,Spayed,OVER THE COUNTER,SoCo
A395914,CHIHUAHUA SH,Male,OVER THE COUNTER,SoCo
A395604,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A382440,SIBERIAN HUSKY,Female,OVER THE COUNTER,SoCo
A392014,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A400897,GERM SHEPHERD/MIX,Male,FIELD,SoCo
A400900,LABRADOR RETR,Neutered,FLD_HOSPTL,SoCo
A399385,DOMESTIC SH,Male,OVER THE COUNTER,SoCo
A393866,DACHSHUND,Neutered,OVER THE COUNTER,SoCo
A393934,ROTTWEILER,Spayed,FIELD,SoCo
A388703,GERM SHEPHERD,Female,FIELD,SoCo
A400959,DOMESTIC SH,Unknown,PHONE,SoCo
A400901,SC WHEAT TERR,Neutered,FLD_HOSPTL,SoCo
A399379,DOMESTIC SH,Female,PHONE,SoCo
A399257,GERM SHEPHERD,Male,PENDING,SoCo
A396093,PIT BULL/MIX,Neutered,FLD_ARREST,SoCo
A397475,RABBIT SH,Male,VET_HOSP,SoCo
A385915,HORSE,Unknown,FIELD,SoCo
A393426,GOAT,Male,FIELD,SoCo
A341813,PIT BULL/MIX,Spayed,FIELD,SoCo
A399256,GERM SHEPHERD,Male,PENDING,SoCo
A399258,GERM SHEPHERD,Female,PENDING,SoCo
A400958,DOMESTIC SH,Unknown,PHONE,SoCo
A399384,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A400799,DOMESTIC SH,Spayed,FIELD,SoCo
A400919,DOMESTIC SH,Spayed,FIELD,SoCo
A394288,DOMESTIC SH,Neutered,FIELD,SoCo
A395077,DOMESTIC MH,Neutered,FIELD,SoCo
A395669,AUST CATTLE DOG,Male,OVER THE COUNTER,SoCo
A397630,AM PIT BULL TER,Neutered,FIELD,SoCo
A395584,GERM SHEPHERD,Female,FIELD,SoCo
A400960,DOMESTIC SH,Unknown,PHONE,SoCo
A400928,GERM SHEPHERD/MIX,Female,FIELD,SoCo
A400483,SIBERIAN HUSKY,Neutered,OVER THE COUNTER,SoCo
A396295,MALTESE,Female,FLD_HOSPTL,SoCo
A391040,DOMESTIC LH,Female,FLD_HOSPTL,SoCo
A400798,DOMESTIC MH,Male,FIELD,SoCo
A395677,DUCK,Unknown,OVER THE COUNTER,SoCo
A391040,DOMESTIC LH,Female,FLD_ARREST,SoCo
A385914,HORSE,Unknown,FIELD,SoCo
A395451,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A388490,BEAGLE,Neutered,FIELD,SoCo
A392891,GERM SHEPHERD,Female,FLD_ARREST,SoCo
A393930,BEAGLE/MIX,Neutered,FIELD,SoCo
A386305,PIT BULL,Female,FIELD_RETURN TO OWNER,SoCo
A400957,DOMESTIC LH,Unknown,FIELD,SoCo
A323871,SHIH TZU/MIX,Neutered,OVER THE COUNTER,SoCo
A393427,GOAT,Female,FIELD,SoCo
A400603,PIT BULL/MIX,Female,FIELD,SoCo
A400923,DOMESTIC SH,Male,PHONE,SoCo
A394186,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A394248,DOMESTIC SH,Unknown,FIELD,SoCo
A230083,BORDER COLLIE/MIX,Spayed,FIELD,SoCo
A290435,PIT BULL/CHINESE SHARPEI,Neutered,FIELD,SoCo
A388702,PIT BULL/MIX,Male,FIELD,SoCo
A394189,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A399383,SIBERIAN HUSKY,Female,OVER THE COUNTER,SoCo
A041060,PARSON RUSS TER,Spayed,FIELD,SoCo
A393505,PIT BULL,Spayed,FIELD,SoCo
A290434,PIT BULL/CHINESE SHARPEI,Neutered,FIELD,SoCo
A342399,PUG/BEAGLE,Spayed,OVER THE COUNTER,SoCo
A397481,PIT BULL,Male,FIELD,SoCo
A396296,MALTESE,Unknown,FLD_HOSPTL,SoCo
A322298,FRENCH BULLDOG/MIX,Spayed,FLD_HOSPTL,SoCo
A393420,DOMESTIC SH,Spayed,FIELD,SoCo
A339479,BORDER COLLIE/GERM SHEPHERD,Neutered,FIELD,SoCo
A394311,BULLDOG,Male,OVER THE COUNTER,SoCo
A393933,ROTTWEILER,Neutered,FIELD,SoCo
A353536,POMERANIAN/MIX,Neutered,OVER THE COUNTER,SoCo
A368067,BORDER COLLIE,Spayed,FLD_CRUEL,SoCo
A395684,LABRADOR RETR,Spayed,FIELD,SoCo
A395683,LABRADOR RETR,Male,FIELD,SoCo
A395704,BLACK/TAN HOUND,Neutered,FIELD,SoCo
A311271,GERM SHEPHERD,Spayed,FLD_HOSPTL,SoCo
A393866,DACHSHUND,Neutered,OVER THE COUNTER,SoCo
A399398,CHIHUAHUA SH,Female,FIELD,SoCo
A395923,PIT BULL,Male,FIELD,SoCo
A255820,RHOD RIDGEBACK,Neutered,PRIV_SHELT,SoCo
A396294,MALTESE,Male,FLD_HOSPTL,SoCo
A311271,GERM SHEPHERD,Spayed,FLD_HOSPTL,SoCo
A397481,PIT BULL,Male,PHONE,SoCo
A391898,PIT BULL,Male,OVER THE COUNTER,SoCo
A398414,DOMESTIC SH,Neutered,FIELD,SoCo
A395809,LABRADOR RETR,Male,FIELD,SoCo
A397683,DOMESTIC LH,Spayed,OVER THE COUNTER,SoCo
A397668,DOMESTIC SH,Spayed,FIELD,SoCo
A397962,DOMESTIC MH,Neutered,OVER THE COUNTER,SoCo
A305944,POODLE TOY,Neutered,FLD_ARREST,SoCo
A308414,PIT BULL,Neutered,OVER THE COUNTER,SoCo
A315051,ROTTWEILER,Male,FIELD,SoCo
A399111,DOMESTIC SH,Female,FLD_HOSPTL,SoCo
A308413,GERM SHEPHERD,Neutered,OVER THE COUNTER,SoCo
A395355,QUEENSLAND HEEL,Neutered,FIELD,SoCo
A398917,DOMESTIC MH,Neutered,PHONE,SoCo
A334632,PIT BULL,Neutered,OVER THE COUNTER,SoCo
A396267,PIT BULL,Spayed,FIELD,SoCo
A396503,DOMESTIC LH,Neutered,FIELD,SoCo
A397504,DOMESTIC SH,Neutered,PHONE,SoCo
A399112,DOMESTIC SH,Male,FLD_HOSPTL,SoCo
A340774,PIT BULL,Spayed,FIELD,SoCo
A397666,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A397681,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A396102,PIT BULL,Female,FIELD,SoCo
A384789,PIT BULL/GERM SH POINT,Neutered,VET_HOSP,SoCo
A399305,HORSE,Female,FIELD,SoCo
A399249,DOMESTIC SH,Neutered,FIELD,SoCo
A288543,PIT BULL/MIX,Spayed,OVER THE COUNTER,SoCo
