Animal ID,Description/Breed,Sex,Intake,Shelter County
A400477,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A395234,DOMESTIC SH,Neutered,FIELD,SoCo
A395183,PIT BULL/MIX,Male,FIELD,SoCo
A394391,CHIHUAHUA SH,Neutered,OVER THE COUNTER,SoCo
A382425,YORKSHIRE TERR,Male,VET_HOSP,SoCo
A400528,DOMESTIC LH,Spayed,OVER THE COUNTER,SoCo
A400463,CHIHUAHUA SH/DACHSHUND,Spayed,FIELD,SoCo
A400478,DOMESTIC SH,Male,OVER THE COUNTER,SoCo
A399011,SIBERIAN HUSKY,Unknown,FIELD,SoCo
A399012,SIBERIAN HUSKY,Unknown,FIELD,SoCo
A400454,PIT BULL/MIX,Male,OVER THE COUNTER,SoCo
A400431,PIT BULL,Male,OVER THE COUNTER,SoCo
A400459,GERM SHEPHERD,Female,FIELD,SoCo
A400392,MANX,Spayed,OVER THE COUNTER,SoCo
A400635,DOMESTIC SH,Female,FIELD,SoCo
A400458,DOMESTIC SH,Male,FIELD,SoCo
A400475,DOMESTIC SH,Male,OVER THE COUNTER,SoCo
A308172,BULL TERRIER,Female,OVER THE COUNTER,SoCo
A398940,PARSON RUSS TER/MIX,Spayed,FLD_HOSPTL,SoCo
A395946,ROTTWEILER,Male,FIELD,SoCo
A393443,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A399069,RABBIT SH,Unknown,PHONE,SoCo
A399072,RABBIT SH,Unknown,PHONE,SoCo
A399073,RABBIT SH,Unknown,PHONE,SoCo
A398100,DOMESTIC SH,Spayed,FLD_EVICT,SoCo
A400268,LABRADOR RETR,Spayed,FIELD,SoCo
A400476,DOMESTIC SH,Male,OVER THE COUNTER,SoCo
A393691,SCHNAUZER MIN/PARSON RUSS TER,Male,OVER THE COUNTER,SoCo
A400073,PARSON RUSS TER,Spayed,FLD_ARREST,SoCo
A378601,AUST CATTLE DOG,Spayed,OVER THE COUNTER_RETURN TO OWNER,SoCo
A338434,PARSON RUSS TER,Neutered,VET_HOSP,SoCo
A400109,POMERANIAN,Male,FIELD,SoCo
A383146,ALASKAN HUSKY,Neutered,FIELD,SoCo
A400602,DOMESTIC SH,Female,FIELD,SoCo
A390192,GERM SHEPHERD/MIX,Neutered,FIELD,SoCo
A395628,ALASK MALAMUTE,Spayed,FIELD,SoCo
A400466,CHIHUAHUA SH/DACHSHUND,Neutered,FIELD,SoCo
A400110,PARSON RUSS TER/MIX,Male,FIELD,SoCo
A400465,CHIHUAHUA SH/DACHSHUND,Spayed,FIELD,SoCo
A400047,GERM SHEPHERD/MIX,Neutered,PHONE,SoCo
A390192,GERM SHEPHERD/MIX,Neutered,PRIV_SHELT,SoCo
A395055,AUST CATTLE DOG/CATAHOULA,Spayed,FIELD,SoCo
A396458,AUST CATTLE DOG,Spayed,OVER THE COUNTER,SoCo
A309708,PIT BULL/MIX,Male,OVER THE COUNTER,SoCo
A316335,PARSON RUSS TER,Spayed,FIELD,SoCo
A394301,GERM SHEPHERD/MIX,Male,FIELD,SoCo
A395079,SHIBA INU,Female,FIELD,SoCo
A396913,AUST SHEPHERD,Spayed,VET_HOSP,SoCo
A390192,GERM SHEPHERD/MIX,Neutered,PRIV_SHELT,SoCo
A395236,POODLE MIN/MIX,Neutered,OVER THE COUNTER,SoCo
A400372,CHIHUAHUA SH,Male,FIELD,SoCo
A392230,GERM SHEPHERD/SIBERIAN HUSKY,Spayed,FIELD,SoCo
A400482,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A400217,SIBERIAN HUSKY/MIX,Neutered,FIELD_OS,SoCo
A400464,CHIHUAHUA SH/DACHSHUND,Spayed,FIELD,SoCo
A399306,GERM SHEPHERD,Spayed,FIELD,SoCo
A400462,CHIHUAHUA SH/DACHSHUND,Neutered,FIELD,SoCo
A400138,DOMESTIC SH,Male,PHONE,SoCo
A399910,SIBERIAN HUSKY/MIX,Neutered,PHONE,SoCo
A256089,PIT BULL,Neutered,OVER THE COUNTER,SoCo
A400367,RAT TERRIER/MIX,Female,OVER THE COUNTER,SoCo
A396298,FRENCH BULLDOG,Female,FIELD,SoCo
A339486,PIT BULL,Spayed,FIELD,SoCo
A399071,RABBIT SH,Unknown,PHONE,SoCo
A399070,RABBIT SH,Unknown,PHONE,SoCo
A398089,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A240360,CHIHUAHUA SH,Spayed,FIELD,SoCo
A393451,CHICKEN,Male,OVER THE COUNTER,SoCo
A399091,RABBIT SH,Female,PHONE,SoCo
A398099,DOMESTIC SH,Spayed,FLD_EVICT,SoCo
A399090,GERM SHEPHERD,Male,FIELD,SoCo
A398088,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A399090,GERM SHEPHERD,Male,FIELD,SoCo
A399090,GERM SHEPHERD,Male,FIELD,SoCo
A398101,DOMESTIC SH,Spayed,FLD_EVICT,SoCo
A329118,POMERANIAN/ITAL GREYHOUND,Neutered,OVER THE COUNTER,SoCo
A398087,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A378357,GERM SHEPHERD,Spayed,OVER THE COUNTER,SoCo
A393451,CHICKEN,Male,OVER THE COUNTER,SoCo
A318299,SIBERIAN HUSKY,Spayed,FIELD,SoCo
A391958,CHIHUAHUA SH/MIX,Neutered,FIELD,SoCo
A349145,CHIHUAHUA SH/MIX,Spayed,OVER THE COUNTER,SoCo
A378357,GERM SHEPHERD,Spayed,FIELD,SoCo
A393497,CHIHUAHUA SH,Female,OVER THE COUNTER,SoCo
A393313,CHICKEN,Male,FIELD,SoCo
A337041,DOMESTIC SH,Neutered,MUN_SHELT,SoCo
A396923,RABBIT LH,Female,FIELD,SoCo
A346389,STAFFORDSHIRE,Spayed,FIELD,SoCo
A360042,DOMESTIC SH,Neutered,FIELD_OS,SoCo
A391898,PIT BULL,Male,FIELD,SoCo
A390358,SIBERIAN HUSKY,Male,FIELD,SoCo
A339373,BORDER COLLIE/IRISH SETTER,Spayed,FIELD,SoCo
A354607,PARSON RUSS TER/MIX,Spayed,OVER THE COUNTER,SoCo
A390358,SIBERIAN HUSKY,Male,FIELD,SoCo
A396972,GERM SHEPHERD/MIX,Neutered,FIELD_RETURN TO OWNER,SoCo
A397076,DOMESTIC SH,Female,VET_HOSP,SoCo
A242054,CHIHUAHUA LH,Neutered,FIELD,SoCo
A388159,GREAT PYRENEES,Spayed,FIELD,SoCo
A326114,SIBERIAN HUSKY,Female,FIELD,SoCo
A327026,BORDER COLLIE/MIX,Neutered,OVER THE COUNTER,SoCo
A340215,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A299196,PARSON RUSS TER/MIX,Male,OVER THE COUNTER,SoCo
A391595,SIBERIAN HUSKY,Spayed,VET_HOSP,SoCo
A315482,SIBERIAN HUSKY,Spayed,OVER THE COUNTER,SoCo
A395956,ANATOL SHEPHERD/MIX,Neutered,FIELD,SoCo
A311876,CHIHUAHUA SH/MIX,Spayed,OVER THE COUNTER,SoCo
A394390,DOMESTIC SH,Spayed,COMM CAT,SoCo
A229901,AUST SHEPHERD,Neutered,FIELD,SoCo
A384459,BORDER COLLIE/MIX,Male,FIELD,SoCo
A391381,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A385267,TR WALKER HOUND,Female,FIELD,SoCo
A395853,GERM SHEPHERD/MIX,Neutered,FLD_EVICT,SoCo
A395583,GUINEA PIG,Female,FIELD,SoCo
A031347,GERM SHEPHERD/MIX,Spayed,FLD_HOSPTL,SoCo
A226694,AUST SHEPHERD,Neutered,FIELD,SoCo
A395244,YORKSHIRE TERR,Male,OVER THE COUNTER,SoCo
A377176,ITAL GREYHOUND/CHIHUAHUA SH,Neutered,OVER THE COUNTER,SoCo
A331444,BOSTON TERRIER,Neutered,OVER THE COUNTER,SoCo
A394215,DOMESTIC MH,Neutered,OVER THE COUNTER,SoCo
A395825,CHIHUAHUA SH,Spayed,FIELD,SoCo
A395956,ANATOL SHEPHERD/MIX,Neutered,OVER THE COUNTER,SoCo
A376118,PIT BULL,Neutered,FIELD,SoCo
A395670,CHIHUAHUA SH,Male,OVER THE COUNTER,SoCo
A351061,CHIHUAHUA SH/PARSON RUSS TER,Spayed,FIELD,SoCo
A395811,PARAKEET,Male,OVER THE COUNTER,SoCo
A351061,CHIHUAHUA SH/PARSON RUSS TER,Spayed,FIELD,SoCo
A342399,PUG/BEAGLE,Spayed,FIELD,SoCo
A351061,CHIHUAHUA SH/PARSON RUSS TER,Spayed,FIELD,SoCo
A277890,RAT TERRIER,Neutered,OVER THE COUNTER,SoCo
A354761,PARSON RUSS TER,Neutered,OVER THE COUNTER,SoCo
A395582,GUINEA PIG,Female,FIELD,SoCo
A396055,AKITA/MIX,Neutered,OVER THE COUNTER,SoCo
A397098,BAT,Unknown,FLD_STRAY,SoCo
A397084,PIT BULL/MIX,Neutered,FIELD,SoCo
A397778,AUST CATTLE DOG/MIX,Neutered,FIELD,SoCo
A393744,PUG,Male,FIELD,SoCo
A379559,PARSON RUSS TER,Neutered,FIELD_RETURN TO OWNER,SoCo
A396925,CHIHUAHUA SH/MIX,Male,OVER THE COUNTER,SoCo
A393472,SIBERIAN HUSKY/MIX,Spayed,FIELD,SoCo
A393710,DOMESTIC MH,Neutered,OVER THE COUNTER,SoCo
A393473,SIBERIAN HUSKY/MIX,Neutered,FIELD,SoCo
A379559,PARSON RUSS TER,Neutered,FLD_ARREST,SoCo
A379559,PARSON RUSS TER,Neutered,FLD_ARREST,SoCo
A366770,CHIHUAHUA SH,Female,FIELD,SoCo
A393514,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A393496,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A394345,CHIHUAHUA SH,Male,FIELD,SoCo
A308748,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A397530,PIT BULL/MIX,Spayed,OVER THE COUNTER,SoCo
A398341,NORFOLK TERRIER/MIX,Male,FIELD,SoCo
A396706,GERM SHEPHERD/MIX,Spayed,FIELD,SoCo
A396864,GERM SHEPHERD/MIX,Spayed,FIELD,SoCo
A396395,GREAT PYRENEES,Spayed,VET_HOSP,SoCo
A396394,GREAT PYRENEES,Neutered,VET_HOSP,SoCo
A397899,PIT BULL,Neutered,FIELD,SoCo
A264901,CHIHUAHUA SH,Neutered,OVER THE COUNTER,SoCo
A399102,ROTTWEILER,Male,FIELD,SoCo
A395562,ALASKAN HUSKY,Neutered,FIELD_RETURN TO OWNER,SoCo
A400682,CHIHUAHUA LH,Spayed,FIELD,SoCo
A400657,PIT BULL/MIX,Neutered,OVER THE COUNTER,SoCo
A395900,ALASKAN HUSKY,Male,MUN_SHELT,SoCo
A344870,PIT BULL/MIX,Spayed,FIELD,SoCo
A371922,GERM SHEPHERD,Male,VET_HOSP,SoCo
A395284,GERM SHEPHERD/MIX,Female,OVER THE COUNTER,SoCo
A341446,GERM SHEPHERD,Male,FIELD,SoCo
A395080,RAT TERRIER/MIX,Neutered,FIELD,SoCo
A395057,CAIRN TERRIER/YORKSHIRE TERR,Neutered,FIELD,SoCo
A373937,BOSTON TERRIER,Neutered,FIELD,SoCo
A394371,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A379681,BORDER COLLIE/MIX,Male,FIELD,SoCo
A400681,PAPILLON/MIX,Female,FIELD,SoCo
A395981,DOMESTIC LH,Female,OVER THE COUNTER,SoCo
A394398,COCKER SPAN/MIX,Female,FIELD,SoCo
A381261,PIT BULL,Neutered,FIELD,SoCo
A395078,RAT TERRIER/MIX,Spayed,FIELD,SoCo
A379680,BORDER COLLIE/MIX,Female,FIELD,SoCo
A400686,DOMESTIC SH,Female,FLD_HOSPTL,SoCo
A400522,DOMESTIC SH,Unknown,PHONE,SoCo
A352820,GERM SHEPHERD/WELSH CORGI CAR,Neutered,PRIV_SHELT,SoCo
A395975,PIT BULL/MIX,Spayed,OVER THE COUNTER,SoCo
A343293,SIBERIAN HUSKY,Neutered,PHONE,SoCo
A354205,GERM SHEPHERD/MIX,Spayed,FIELD,SoCo
A379682,BORDER COLLIE/MIX,Female,FIELD,SoCo
A400676,GERM SHEPHERD,Male,FIELD,SoCo
A347960,SIBERIAN HUSKY,Male,FIELD,SoCo
A329185,BORDER COLLIE,Spayed,FIELD,SoCo
A393806,DOMESTIC SH,Unknown,COMM CAT,SoCo
A354205,GERM SHEPHERD/MIX,Spayed,PHONE,SoCo
A352820,GERM SHEPHERD/WELSH CORGI CAR,Neutered,FIELD,SoCo
A352820,GERM SHEPHERD/WELSH CORGI CAR,Neutered,FIELD,SoCo
A393804,DOMESTIC SH,Female,COMM CAT,SoCo
A389254,LABRADOR RETR/BORDER COLLIE,Male,FIELD,SoCo
A343293,SIBERIAN HUSKY,Neutered,FIELD,SoCo
A393805,DOMESTIC SH,Unknown,COMM CAT,SoCo
A389255,RHOD RIDGEBACK/ROTTWEILER,Male,FIELD,SoCo
A393764,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A301760,DACHSHUND,Neutered,FIELD,SoCo
A329192,PIT BULL,Neutered,FIELD,SoCo
A393695,DOMESTIC SH,Unknown,COMM CAT,SoCo
A385931,SCHNAUZER MIN/MIX,Spayed,OVER THE COUNTER,SoCo
A400665,DOMESTIC SH,Neutered,FIELD,SoCo
A342048,PIT BULL/MIX,Neutered,FIELD,SoCo
A302933,CHIHUAHUA SH,Spayed,PRIV_SHELT,SoCo
A302934,CHIHUAHUA SH,Spayed,PRIV_SHELT,SoCo
A393617,DOMESTIC SH,Male,OVER THE COUNTER,SoCo
A368065,CATAHOULA/MIX,Neutered,FLD_CRUEL,SoCo
A396457,BORDER COLLIE/MIX,Spayed,OVER THE COUNTER,SoCo
A397046,DACHSHUND,Female,FIELD,SoCo
A396517,DACHSHUND/PARSON RUSS TER,Neutered,OVER THE COUNTER,SoCo
A396420,LOP-ENGLISH,Spayed,FIELD,SoCo
A395765,AKITA/PIT BULL,Neutered,FIELD,SoCo
A396907,PAPILLON/MIX,Male,OVER THE COUNTER,SoCo
A396718,CHIHUAHUA SH/MIX,Male,FIELD,SoCo
A396552,PIT BULL,Neutered,FIELD,SoCo
A396783,PIT BULL/MIX,Neutered,FIELD,SoCo
A396518,CHIHUAHUA SH,Neutered,OVER THE COUNTER,SoCo
A397023,PIT BULL/MIX,Female,OVER THE COUNTER,SoCo
A386004,PIT BULL/MIX,Male,FIELD,SoCo
A396914,POODLE MIN/MIX,Female,VET_HOSP,SoCo
A385437,DOMESTIC SH,Unknown,FIELD,SoCo
A303792,BICHON FRISE/POODLE MIN,Spayed,FIELD,SoCo
A349800,GERM SHEPHERD,Male,FIELD,SoCo
A391181,BELG MALINOIS/MIX,Neutered,FIELD,SoCo
A383093,SIBERIAN HUSKY/MIX,Neutered,FIELD,SoCo
A394429,CHICKEN,Female,FIELD,SoCo
A393793,DOMESTIC SH,Neutered,FIELD,SoCo
A377389,SIBERIAN HUSKY/MIX,Neutered,OVER THE COUNTER,SoCo
A395255,PIT BULL,Female,FIELD,SoCo
A356715,LABRADOR RETR,Neutered,FIELD,SoCo
A334626,PIT BULL,Neutered,OVER THE COUNTER,SoCo
A395320,PIT BULL/MIX,Male,FIELD,SoCo
A367080,DOMESTIC LH,Spayed,PHONE,SoCo
A383477,RAT TERRIER/MIX,Unknown,BORN_HERE,SoCo
A390814,PIT BULL,Spayed,FIELD,SoCo
A394206,PIT BULL,Spayed,VET_HOSP,SoCo
A384718,ALASKAN HUSKY,Spayed,FIELD,SoCo
A346203,SIBERIAN HUSKY,Male,FIELD,SoCo
A395057,CAIRN TERRIER/YORKSHIRE TERR,Neutered,OVER THE COUNTER,SoCo
A400701,CHIHUAHUA SH,Neutered,OVER THE COUNTER,SoCo
A392167,GERM SHEPHERD,Male,FIELD,SoCo
A392112,PARAKEET,Female,OVER THE COUNTER,SoCo
A393305,SIBERIAN HUSKY,Male,OVER THE COUNTER,SoCo
A393454,PIT BULL/MIX,Neutered,OVER THE COUNTER,SoCo
A393297,PARSON RUSS TER/MIX,Male,OVER THE COUNTER,SoCo
A393525,AUST CATTLE DOG,Female,FIELD,SoCo
A393840,WELSH CORGI PEM,Neutered,FIELD,SoCo
A398764,DOMESTIC SH,Female,FIELD,SoCo
A393253,DUCK/CAYUGA,Unknown,FIELD,SoCo
A392212,PARAKEET,Female,FIELD,SoCo
A324383,RAT TERRIER/MIX,Neutered,FIELD_OS,SoCo
A400698,GREAT PYRENEES,Male,FIELD,SoCo
A393255,DUCK/CAYUGA,Unknown,FIELD,SoCo
A394397,CHICKEN,Male,FIELD,SoCo
A400562,GERM SHEPHERD/SIBERIAN HUSKY,Male,FIELD,SoCo
A400620,GERM SHEPHERD/LABRADOR RETR,Male,FLD_ARREST,SoCo
A391028,LABRADOR RETR/MIX,Female,FLD_HOSPTL,SoCo
A400449,DOMESTIC MH,Neutered,FLD_CORONR,SoCo
A324382,RAT TERRIER/MIX,Neutered,FIELD_OS,SoCo
A400062,GERM SHEPHERD,Male,FIELD,SoCo
A396980,CHINESE SHARPEI,Male,FIELD,SoCo
A328432,PIT BULL,Spayed,FIELD,SoCo
A396825,DOMESTIC SH,Spayed,FIELD,SoCo
A400448,DOMESTIC SH,Unknown,FLD_CORONR,SoCo
A396236,DOMESTIC MH,Neutered,FIELD,SoCo
A396983,DOMESTIC MH,Spayed,OVER THE COUNTER,SoCo
A397077,CHIHUAHUA SH/MIX,Female,VET_HOSP,SoCo
A400699,GREAT PYRENEES,Female,FIELD,SoCo
A393254,DUCK/CAYUGA,Unknown,FIELD,SoCo
A278395,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A355514,LABRADOR RETR/GERM SHEPHERD,Neutered,FIELD,SoCo
A396403,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A396982,DOMESTIC MH,Spayed,OVER THE COUNTER,SoCo
A396302,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A396050,DOMESTIC MH,Neutered,OVER THE COUNTER,SoCo
A396981,PIT BULL,Male,FIELD,SoCo
A389249,PIT BULL,Male,FIELD_RETURN TO OWNER,SoCo
A396760,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A396830,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A386012,LABRADOR RETR,Male,FIELD,SoCo
A393737,GERM SHEPHERD,Neutered,FIELD,SoCo
A395097,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A380466,MIX,Neutered,FIELD,SoCo
A389037,PIT BULL,Neutered,FIELD,SoCo
A389038,PIT BULL,Neutered,FIELD,SoCo
A363888,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A314311,CALIFORNIAN,Spayed,OVER THE COUNTER,SoCo
A393858,BAT,Unknown,FLD_STRAY,SoCo
A395302,PIT BULL,Male,FIELD,SoCo
A391259,DOMESTIC SH,Neutered,BORN_HERE,SoCo
A395353,LABRADOR RETR,Male,FIELD,SoCo
A393765,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A394254,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A395733,GERM SHEPHERD/SIBERIAN HUSKY,Neutered,FIELD,SoCo
A395325,LABRADOR RETR,Female,FIELD,SoCo
A388745,CHIHUAHUA SH/MIX,Neutered,FLD_HOSPTL,SoCo
A399128,DOMESTIC LH,Female,FIELD,SoCo
A393955,RABBIT SH,Female,FIELD,SoCo
A393849,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A389039,PIT BULL,Spayed,FIELD,SoCo
A399196,BICHON FRISE,Female,FIELD,SoCo
A399142,AFFENPINSCHER/MIX,Male,FIELD,SoCo
A389855,BULL TERRIER,Neutered,OVER THE COUNTER,SoCo
A395266,PARSON RUSS TER,Spayed,FIELD,SoCo
A395901,CHIHUAHUA SH,Spayed,OVER THE COUNTER,SoCo
A396138,PIT BULL/MIX,Female,FLD_ARREST,SoCo
A396081,LABRADOR RETR/BORDER COLLIE,Female,FIELD,SoCo
A396062,CHIHUAHUA SH/MIX,Spayed,FLD_ARREST,SoCo
A389406,PIT BULL,Spayed,OVER THE COUNTER,SoCo
A285893,MASTIFF/BOXER,Male,FIELD,SoCo
A355945,RABBIT SH,Female,FIELD,SoCo
A396092,PIT BULL,Female,FIELD,SoCo
A397139,BAT,Unknown,OVER THE COUNTER_STRAY,SoCo
A341690,DACHSHUND/FOX TERR SMOOTH,Spayed,FIELD,SoCo
A324158,GERM SHEPHERD/MASTIFF,Neutered,PHONE,SoCo
A395056,CHIHUAHUA SH/MIX,Female,FIELD,SoCo
A394357,PIT BULL/MIX,Neutered,FIELD,SoCo
A395916,GUINEA PIG,Male,FIELD,SoCo
A366439,PARSON RUSS TER/MIX,Neutered,FIELD,SoCo
A395386,DOMESTIC LH,Female,FIELD,SoCo
A365223,PIT BULL,Spayed,OVER THE COUNTER,SoCo
A395917,GUINEA PIG,Male,FIELD,SoCo
A400671,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A397089,DOMESTIC LH,Unknown,FIELD,SoCo
A395877,GUINEA PIG,Male,PRIV_SHELT,SoCo
A400710,BORDER COLLIE/MIX,Female,FIELD,SoCo
A400584,ABYSSINIAN,Unknown,PHONE,SoCo
A395876,GUINEA PIG,Male,PRIV_SHELT,SoCo
A400705,PIT BULL/MIX,Female,OVER THE COUNTER,SoCo
A400722,DOMESTIC SH,Female,FIELD,SoCo
A400583,ABYSSINIAN,Unknown,PHONE,SoCo
A400582,ABYSSINIAN,Unknown,PHONE,SoCo
A399200,PIT BULL/MIX,Neutered,FLD_CRUEL,SoCo
A347062,SIBERIAN HUSKY,Spayed,FIELD,SoCo
A307444,PIT BULL,Neutered,VET_HOSP,SoCo
A373457,BOSTON TERRIER,Neutered,FIELD,SoCo
A395376,SIAMESE,Neutered,FIELD,SoCo
A388875,GERM SHEPHERD,Male,VET_HOSP,SoCo
A395334,CHIHUAHUA SH,Neutered,FIELD,SoCo
A386012,LABRADOR RETR,Male,FIELD,SoCo
A395262,PIT BULL/MIX,Spayed,FIELD_RETURN TO OWNER,SoCo
A344118,PIT BULL/MIX,Spayed,VET_HOSP,SoCo
A397006,DOMESTIC SH,Neutered,FIELD,SoCo
A283472,DACHSHUND/MIX,Spayed,FIELD,SoCo
A397158,BAT,Unknown,FLD_STRAY,SoCo
A356736,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A396974,DOMESTIC SH,Neutered,FLD_HOSPTL,SoCo
A396887,ALASKAN HUSKY,Female,FIELD,SoCo
A375909,PIT BULL,Spayed,FIELD_OS,SoCo
A317294,SIBERIAN HUSKY/MIX,Spayed,FIELD,SoCo
A394339,GERM SHEPHERD,Neutered,OVER THE COUNTER,SoCo
A351260,RABBIT SH,Male,FIELD,SoCo
A366963,HOTOT,Male,OVER THE COUNTER,SoCo
A322309,RABBIT SH,Unknown,OVER THE COUNTER,SoCo
A396007,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A343401,RABBIT SH,Male,FIELD,SoCo
A322310,RABBIT SH,Unknown,OVER THE COUNTER,SoCo
A324634,RABBIT SH,Unknown,OVER THE COUNTER,SoCo
A387919,RABBIT SH,Female,FIELD,SoCo
A305985,RABBIT SH,Male,OVER THE COUNTER,SoCo
A393876,PARSON RUSS TER/MIX,Male,OVER THE COUNTER,SoCo
A353618,RABBIT SH,Unknown,BORN_HERE,SoCo
A361070,RABBIT SH,Female,FIELD,SoCo
A305366,RABBIT SH,Spayed,FIELD,SoCo
A342096,AMERICAN,Female,OVER THE COUNTER,SoCo
A377563,PIT BULL,Spayed,FIELD_OS,SoCo
A321818,LOP-MINI/MIX,Female,OVER THE COUNTER,SoCo
A396888,ALASKAN HUSKY,Male,FIELD,SoCo
A346010,PALOMINO,Female,OVER THE COUNTER,SoCo
A395174,POODLE MIN/MIX,Neutered,OVER THE COUNTER,SoCo
A393733,QUEENSLAND HEEL,Female,OVER THE COUNTER,SoCo
A314337,DUTCH,Male,OVER THE COUNTER,SoCo
A368954,RABBIT SH,Female,FIELD,SoCo
A305834,RABBIT SH,Neutered,FIELD,SoCo
A306181,CALIFORNIAN,Female,FIELD,SoCo
A347581,CHIHUAHUA SH,Spayed,FIELD,SoCo
A381994,LOP-HOLLAND,Neutered,OVER THE COUNTER,SoCo
A321703,RABBIT SH,Female,FIELD,SoCo
A393848,ROTTWEILER,Male,FIELD,SoCo
A387325,DOMESTIC MH,Neutered,OVER THE COUNTER,SoCo
A339118,REX/MIX,Male,OVER THE COUNTER,SoCo
A368958,RABBIT SH,Female,FIELD,SoCo
A322311,RABBIT SH,Unknown,OVER THE COUNTER,SoCo
A324633,RABBIT SH,Unknown,OVER THE COUNTER,SoCo
A372448,RABBIT SH,Female,OVER THE COUNTER,SoCo
A303666,RABBIT SH,Neutered,FIELD,SoCo
A368948,RABBIT SH,Female,FIELD,SoCo
A305023,HOTOT,Female,OVER THE COUNTER,SoCo
A316426,HOTOT/MIX,Male,OVER THE COUNTER,SoCo
A339111,HOTOT,Unknown,OVER THE COUNTER,SoCo
A382260,LOP-ENGLISH,Male,OVER THE COUNTER,SoCo
A393731,QUEENSLAND HEEL,Male,OVER THE COUNTER,SoCo
A337978,RABBIT SH,Neutered,OVER THE COUNTER,SoCo
A353611,RABBIT SH,Unknown,BORN_HERE,SoCo
A353610,RABBIT SH,Unknown,BORN_HERE,SoCo
A353617,RABBIT SH,Unknown,BORN_HERE,SoCo
A363677,RABBIT SH,Male,OVER THE COUNTER,SoCo
A382028,GREAT PYRENEES/MIX,Spayed,FIELD,SoCo
A347153,RABBIT SH,Female,OVER THE COUNTER,SoCo
A306447,RABBIT SH,Male,FIELD,SoCo
A353614,RABBIT SH,Unknown,BORN_HERE,SoCo
A321181,PIT BULL,Spayed,FLD_ARREST,SoCo
A352550,RABBIT SH,Female,FIELD,SoCo
A305370,RABBIT SH,Female,FIELD,SoCo
A324651,RABBIT SH,Spayed,OVER THE COUNTER,SoCo
A372753,LOP-ENGLISH/MIX,Female,FIELD,SoCo
A353619,RABBIT SH,Unknown,BORN_HERE,SoCo
A317191,LOP-ENGLISH,Female,OVER THE COUNTER,SoCo
A366929,HOTOT,Male,OVER THE COUNTER,SoCo
A374606,DALMATIAN/PIT BULL,Spayed,FLD_ARREST,SoCo
A388840,DUTCH,Female,OVER THE COUNTER,SoCo
A365025,LOP-MINI,Female,OVER THE COUNTER,SoCo
A354286,ANGORA-SATIN/MIX,Unknown,OVER THE COUNTER,SoCo
A307081,RABBIT SH,Male,OVER THE COUNTER,SoCo
A353263,RABBIT SH,Unknown,OVER THE COUNTER,SoCo
A397717,DOMESTIC SH,Spayed,PHONE,SoCo
A339327,RABBIT SH,Unknown,FIELD,SoCo
A363675,RABBIT SH,Female,OVER THE COUNTER,SoCo
A349251,LOP-MINI,Female,OVER THE COUNTER,SoCo
A368949,RABBIT SH,Female,FIELD,SoCo
A393876,PARSON RUSS TER/MIX,Male,FIELD,SoCo
A366643,RABBIT SH,Unknown,FIELD,SoCo
A301464,DUTCH,Spayed,OVER THE COUNTER,SoCo
A303898,RABBIT SH,Neutered,FIELD,SoCo
A353612,RABBIT SH,Unknown,BORN_HERE,SoCo
A391700,GERM SHEPHERD/MIX,Neutered,OVER THE COUNTER,SoCo
A334934,RABBIT SH,Female,OVER THE COUNTER,SoCo
A353613,RABBIT SH,Unknown,BORN_HERE,SoCo
A398260,AUST KELPIE/WHIPPET,Male,FIELD,SoCo
A366642,RABBIT SH,Unknown,FIELD,SoCo
A335201,DOMESTIC SH,Unknown,COMM CAT,SoCo
A367954,LOP-ENGLISH/MIX,Neutered,OVER THE COUNTER,SoCo
A389316,RABBIT SH,Male,OVER THE COUNTER,SoCo
A374272,RABBIT SH,Female,OVER THE COUNTER,SoCo
